unique_id,collision_id,crash_date,crash_time,vehicle_id,state_registration,vehicle_type,vehicle_year,travel_direction,vehicle_occupants,driver_sex,driver_license_status,driver_license_jurisdiction,pre_crash,point_of_impact,vehicle_damage,vehicle_damage_1,vehicle_damage_2,vehicle_damage_3,public_property_damage,contributing_factor_1,contributing_factor_2,vehicle_make,public_property_damage_type
20946089,4846690,2025-09-30T00:00:00.000,16:40,d868f6ae-f65f-4a89-bff3-3d192baa179e,NY,,,,,,,,,,,,,,N,Driver Inattention/Distraction,Driver Inattention/Distraction,NISS -CAR/SUV,
20946410,4846676,2025-09-30T00:00:00.000,13:00,43dac24c-36d4-400e-9e7f-214ebd107ae4,NY,Station Wagon/Sport Utility Vehicle,2006,North,1,M,Licensed,NY,Backing,Left Rear Bumper,Center Back End,,,,N,Unspecified,Unspecified,FORD -CAR/SUV,
20946591,4846553,2025-09-30T00:00:00.000,20:40,55e4a1a1-d4c0-4808-ab3a-edc6051cb810,,,,North,,,,,Going Straight Ahead,Other,Other,Other,Other,Other,Unspecified,Unspecified,Unspecified,,
20946247,4846750,2025-09-30T00:00:00.000,23:24,fdbcd92b-d2a6-49bf-afa3-cf95e0524bd2,NY,Station Wagon/Sport Utility Vehicle,2023,South,1,M,Licensed,NY,Parked,Left Front Bumper,Left Front Bumper,Left Front Quarter Panel,Left Side Doors,,N,Unspecified,Unspecified,MITS -CAR/SUV,
20945799,4846446,2025-09-30T00:00:00.000,18:23,1eba9a44-fabe-47b1-82a2-84404bc09abb,NY,Sedan,2024,South,3,F,Licensed,NY,Making Left Turn,Left Front Quarter Panel,Left Front Quarter Panel,,,,N,Unspecified,Unspecified,JEEP -CAR/SUV,
20946158,4846600,2025-09-30T00:00:00.000,13:40,efd9d1da-0a10-4ea6-867a-ae75baa093ec,NY,Station Wagon/Sport Utility Vehicle,2023,North,1,M,Licensed,NY,Parked,Left Rear Bumper,Left Rear Bumper,Center Back End,No Damage,No Damage,N,Unspecified,Unspecified,LNDR -CAR/SUV,
20945699,4846327,2025-09-30T00:00:00.000,12:50,aead1e04-3a92-40b1-ac75-354bbca14196,NY,Taxi,2020,North,2,M,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,,,,N,Unspecified,Unspecified,,
20945969,4846302,2025-09-30T00:00:00.000,8:30,ab695c24-cda4-421e-8034-0e7a310d1a82,NY,Sedan,2019,West,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,,,N,Unspecified,Unspecified,HOND -CAR/SUV,
20945552,4846357,2025-09-30T00:00:00.000,13:00,414b3f91-4f77-4efa-87da-134d47a10a0e,ON,Tractor Truck Diesel,2020,North,1,M,Licensed,ON,Stopped in Traffic,Center Front End,Center Front End,,,,N,Unspecified,Unspecified,VOLV -TRUCK/BUS,
20946332,4846694,2025-09-30T00:00:00.000,15:59,aef1c66b-2564-4572-bbb0-85d2080534e2,NY,Sedan,,South,1,,,,Going Straight Ahead,No Damage,No Damage,No Damage,No Damage,No Damage,N,Passing Too Closely,Passing Too Closely,BMW -CAR/SUV,
20946511,4846712,2025-09-30T00:00:00.000,14:02,ee49d688-0282-46d4-aea9-f035a660bcec,NY,Station Wagon/Sport Utility Vehicle,2012,East,1,M,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,,,,N,Unspecified,Unspecified,CHRY -CAR/SUV,
20946032,4846383,2025-09-30T00:00:00.000,16:00,9aa87b8e-5bbc-4549-bdaf-d7d6ed430039,NJ,Sedan,2016,South,2,M,Licensed,NY,Making Right Turn,Center Front End,Center Front End,No Damage,No Damage,No Damage,N,Failure to Yield Right-of-Way,Unspecified,NISS -CAR/SUV,
20946877,4846800,2025-09-30T00:00:00.000,10:50,363a68ee-1125-4ff6-b340-9f3a5b4ce2af,,Sedan,,East,1,,,,Making Right Turn,,,,,,N,Passing or Lane Usage Improper,Turning Improperly,,
20946033,4846414,2025-09-30T00:00:00.000,19:33,7e4921db-711a-43b4-8cf9-e38a3e49a485,NY,Sedan,2021,West,3,F,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,Center Back End,Center Back End,,N,Unspecified,Unspecified,HOND -CAR/SUV,
20945646,4846496,2025-09-30T00:00:00.000,13:13,edab4a40-9c05-4ef4-96f0-6d2c0bc2190a,,E-BIKE NO,,North,1,M,Licensed,NY,Going Straight Ahead,Center Front End,No Damage,No Damage,No Damage,No Damage,N,Traffic Control Disregarded,Unspecified,,
20946875,4846892,2025-09-30T00:00:00.000,15:59,361d116a-6a52-4850-869c-512bdb23d6a1,NJ,Sedan,,East,2,,,,Going Straight Ahead,Right Front Bumper,Right Front Bumper,No Damage,No Damage,No Damage,N,Unsafe Speed,Unsafe Speed,,
20946018,4846372,2025-09-30T00:00:00.000,6:57,b5faadf5-b4e7-4393-84fd-0a0fe7b9cd3e,,,,South,,,,,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,Unspecified,Unspecified,Unspecified,,
20945855,4846385,2025-09-30T00:00:00.000,9:00,be3581c2-5f2d-4ac7-9c58-e3e0712dc9bb,NY,Station Wagon/Sport Utility Vehicle,2012,West,1,F,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,Center Front End,N,Driver Inattention/Distraction,Driver Inattention/Distraction,TOYT -CAR/SUV,
20946704,4846902,2025-09-30T00:00:00.000,8:10,12b89b50-b594-4715-8b93-c954fe261281,NY,Pick-up Truck,2017,South,1,M,Licensed,NY,Making Right Turn,Right Front Quarter Panel,Right Front Quarter Panel,Right Front Quarter Panel,Right Front Quarter Panel,Right Front Quarter Panel,N,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,HOND -CAR/SUV,
20946827,4846849,2025-09-30T00:00:00.000,16:18,36af151f-b07f-4f1b-be6c-3ad3b45e18f9,NY,Bus,2011,West,9,M,Licensed,NY,Making Left Turn,Right Rear Bumper,No Damage,No Damage,No Damage,No Damage,N,Turning Improperly,Driver Inattention/Distraction,IC,
20946361,4846724,2025-09-30T00:00:00.000,6:00,f510394d-8fba-4598-879d-68529d3d5f71,NY,Sedan,2007,West,0,,,,Parked,Left Rear Quarter Panel,Left Rear Quarter Panel,No Damage,No Damage,No Damage,N,Unspecified,Unspecified,TOYT -CAR/SUV,
20946088,4846689,2025-09-30T00:00:00.000,13:30,fa0fe4ed-e8e1-488e-83f2-7d3d8d757df9,NJ,Sedan,2007,Northwest,0,,,,Parked,Left Front Bumper,Left Front Bumper,No Damage,No Damage,No Damage,N,Unspecified,Unspecified,NISS -CAR/SUV,
20945773,4846349,2025-09-30T00:00:00.000,1:55,41206e40-2bfb-43dd-9995-1ffcdadeb7c8,NY,Motorcycle,2008,South,1,M,,,Parked,Center Back End,Center Back End,Right Side Doors,No Damage,No Damage,N,Unspecified,Unspecified,YAMA -MCL,
20946467,4846575,2025-09-30T00:00:00.000,16:00,8cffd220-4254-4835-864e-e099393a2df2,NY,Station Wagon/Sport Utility Vehicle,2024,East,1,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,Left Front Bumper,Left Front Bumper,Left Front Bumper,Unspecified,Unspecified,Unspecified,HOND -CAR/SUV,
20945856,4846441,2025-09-30T00:00:00.000,15:30,62f8d9c0-9d68-46a3-a0bb-f5bc5024ee22,NY,Sedan,2013,South,1,F,Licensed,NY,Going Straight Ahead,Right Side Doors,Right Rear Quarter Panel,Right Rear Quarter Panel,,,N,Unspecified,Unspecified,HOND -CAR/SUV,
20945546,4846406,2025-09-30T00:00:00.000,17:45,9fdb4f63-5218-40b9-a1e9-dac75ab6a8df,NC,Sedan,2023,West,1,M,,,Slowing or Stopping,Center Front End,No Damage,No Damage,No Damage,No Damage,N,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,JEEP -CAR/SUV,
20946091,4846691,2025-09-30T00:00:00.000,17:33,d06edd3d-73a9-464c-aa20-6ea3b02ad6d3,NY,Sedan,,East,1,,,,Going Straight Ahead,Other,Other,Other,Other,Other,N,Driver Inattention/Distraction,Driver Inattention/Distraction,,
20945634,4846407,2025-09-30T00:00:00.000,14:01,cdc382af-bd43-4495-9bab-40e276250b42,,,,West,,,,,Going Straight Ahead,Right Front Bumper,No Damage,No Damage,,,Unspecified,Passing Too Closely,Driver Inattention/Distraction,,
20946977,4846864,2025-09-30T00:00:00.000,10:00,dcd196b5-d24e-4281-8c88-627d68966973,NY,Station Wagon/Sport Utility Vehicle,2004,West,1,M,,,Making Right Turn,Center Front End,Center Front End,,,,N,Driver Inattention/Distraction,Unspecified,TOYT -CAR/SUV,
20945616,4846440,2025-09-30T00:00:00.000,1:07,36b2d0cd-2173-49b1-acb7-1f1e5b49f2c7,NY,Sedan,2005,West,0,,,,Parked,Right Front Quarter Panel,Right Front Bumper,Center Front End,,,N,Unspecified,Unspecified,TOYT -CAR/SUV,
20945700,4846327,2025-09-30T00:00:00.000,12:50,522ab6a7-2287-484c-8db1-6bd4bef2aea3,NY,Sedan,2002,North,1,F,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,,,N,Driver Inattention/Distraction,Following Too Closely,TOYT -CAR/SUV,
20945817,4846458,2025-09-30T00:00:00.000,17:45,6402f213-65ff-4305-b733-fc8c5727f147,NJ,Van,2020,South,0,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,Left Front Bumper,Left Front Bumper,Left Front Bumper,N,Unspecified,Unspecified,RAM VAN,
20946027,4846381,2025-09-30T00:00:00.000,9:39,15ae2f6d-f364-4ec8-b761-accb4b06b8d9,,Box Truck,,East,,,,,Making Left Turn,Right Rear Quarter Panel,Other,,,,N,Passing Too Closely,,,
20945819,4846290,2025-09-30T00:00:00.000,10:10,8c21eee0-7a74-4431-9768-04dc55606e9b,,Standing S,,South,1,M,,,Going Straight Ahead,Left Front Quarter Panel,Left Front Quarter Panel,No Damage,No Damage,No Damage,N,Passing Too Closely,Driver Inattention/Distraction,,
20946693,4846505,2025-09-30T00:00:00.000,15:46,f359e3ac-6529-429b-bca1-f5b6abbd53d5,NJ,Sedan,2012,South,1,F,Licensed,NJ,Other*,Center Back End,Center Back End,Left Rear Bumper,Right Rear Bumper,No Damage,N,Unspecified,Unspecified,FIAT -CAR/SUV,
20946532,4846514,2025-09-30T00:00:00.000,13:50,508ab175-65aa-4281-82ac-befdd4f081a8,,Sedan,,South,,,,,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,Unspecified,Aggressive Driving/Road Rage,Passing or Lane Usage Improper,TOYT -CAR/SUV,
